Nama CCTV,Jalan,Kelurahan,Kecamatan,Dinas,Hari,Jam,Jam Obervasi,Anomali,Anomali Kategori,KodeSurveyor,File Video CCTV
CCTV KATAMSO 01,Jl. Brigadir Jendral Katamso No.67,Cihaur Geulis,Cibeunying Kaler,DISKOMINFO,Jumat,07:00,07:23 - 07:33,-,Tidak Beranomali,140810230050,https://drive.google.com/drive/folders/1Mqi_olaz7PBVX1VbRVtwx_TVUXqRkGvB?usp=drive_link
CCTV DEPAN TOKO INDRA (ALUN2) 02,-,-,-,DISKOMINFO,Jumat,07:00,07:35 - 07:45,-,Tidak Beranomali,140810230050,https://drive.google.com/drive/folders/1ZL4lD7RpZNs80HVVSXaqnzE6UMiQtx6U?usp=drive_link
CCTV JL. RE. MARTADINATA-PAVILJOEN 01,Jl. L. L. R.E. Martadinata No.68,Citarum,Bandung Wetan,DISKOMINFO,Jumat,07:00,07.01 - 07.12,-,Tidak Beranomali,140810230052,https://drive.google.com/drive/folders/1-4CR787l3WgCjyFgw5YcPQWdQJMkAAX1?usp=drive_link
CCTV PER4AN DALEM KAUM-OTISTA 02,Jl. Otto Iskandarninata,Karanganyar,Subang,DISKOMINFO,Jumat,07:00,07.15 - 07.25,CCTV terhalang kabel listrik,Terhalang Objek,140810230052,https://drive.google.com/drive/folders/1-4xn8bgeWq4_EJmrTrzkgQ1WyyBHeJfI?usp=drive_link
CCTV VIADUCT 1 02,Jl. Suniaraja,Braga,Sumur Bandung,DISKOMINFO,Jumat,07:00,07.26 - 07.36,CCTV ngefreeze sebentar,Tidak Berjalan Normal,140810230052,https://drive.google.com/drive/folders/1-5k8r1PlaDngyokxOznKYxRbgCYmDR4y?usp=drive_link
CCTV PERTIGAAN AH NASUTION-CIJAMBE 01,Jl. A.H. Nasution,Cisantren Bina Harapan,Arcamanik,DISKOMINFO,Jumat,07:00,07.41 - 07.51,CCTV tidak bisa diakses,Tidak Berfungsi,140810230052,https://drive.google.com/drive/folders/1-7bjB0z9JlB2nLArIGyZGJbJfvDIK5x4?usp=sharing
CCTV MERDEKA-JAWA 01,Jl.Merdeka,Babakan Ciamis,Sumur Bandung,DISKOMINFO,Jumat,07:00,07.52 - 08.02,CCTV sering buffering,Tidak Berfungsi,140810230052,https://drive.google.com/drive/folders/1-Biq-LB5U8WbWDZF5VGUngwi1Fe2fjB8?usp=sharing
TAMAN LANSIA,Jl. Cisangkuy,Citarum,Bandung Wetan,DPKP3,Jumat,08:00,08.04 - 08.14,Menampilkan CCTV hari sebelumnya jam 12:02,Salah Timestamp,140810230052,https://drive.google.com/drive/folders/1-DfRb9gAz0Vcieh0T9mxX1jE00N5bmyA?usp=drive_link
CCTV CIHAMPELAS -SKYWALK 06,Jl. Cihampelas,Cipaganti,Coblong,DISKOMINFO,Jumat,08:00,08.15 - 08.25,CCTV tidak bisa diakses,Tidak Berfungsi,140810230052,https://drive.google.com/drive/folders/1-Fg08IZB2PgOhLrjZUZTUq8Jk5OyFEqu?usp=drive_link
CCTV JL. PUNGKUR-PASUNDAN 02,Jl. Pungkur,Pungkur,Regol,DISKOMINFO,Jumat,08:00,08.16 - 08.26,CCTV sedikit buffering,Tidak Berfungsi,140810230052,https://drive.google.com/drive/folders/1kK7FBWBVgeweuduRZ2sbop_XRohfaJCg?usp=drive_link
CCTV CICABE_02,Jl. Abdul Haris Nasution,Cisarenten Endah,Arcamanik,DISKOMINFO,Jumat,08:00,08.28 - 08.38,Setengah CCTV terhalang pohon,Terhalang Objek,140810230052,https://drive.google.com/drive/folders/1-HSSKlxzOe5jKYFnW7RLggsGWoqExubN?usp=drive_link
CCTV KATAMSO-PAHLAWAN_01,Jl. Pahlawan,Sukaluyu,Cibeunying Kaler,DISKOMINFO,Jumat,08:00,08.29 - 08.39,-,Tidak Beranomali,140810230052,https://drive.google.com/drive/folders/1TfRz62okiI1YNP0oVxVkY6oYS8dtUXGx?usp=drive_link
CCTV WASTUKENCANA 03,Jl. Wastukencana,Tamansari,Bandung Wetan,DISKOMINFO,Jumat,08:00,08.08 - 08.18,CCTV kurang jelas,Visual Kurang Jelas,140810230053,CCTV WASTUKENCANA 03.mov
CCTV BRAGA 01,Jl. Braga,Braga,Sumur Bandung,DISKOMINFO,Jumat,09:00,09.00 - 09.10,-,Tidak Beranomali,140810230053,CCTV BRAGA 01.mp4
TB JL. SUDIRMAN,Jl. Jenderal Sudirman,Dungus Cariang,Andir,DPU,Jumat,09:00,09.13 - 09.23,CCTV kadang freeze,Tidak Berjalan Normal,140810230053,TB JL. SUDIRMAN.mp4
CCTV FLY OVER KOPO-LEUWI PANJANG 02,Jl. Flyover Leuwi Panjang Kopo,Kopo,Bojongloa Kaler,DISKOMINFO,Jumat,09:00,09.35 - 09.45,-,Tidak Beranomali,140810230053,CCTV FLY OVER KOPO-LEUWI PANJANG 02.mp4
CCTV CIATEUL 01,Jl. Ibu Inggit Garnasih No.73,Pungkur,Regol,DISKOMINFO,Jumat,09:00,09.46 - 09.56,Setengah CCTV terhalang pohon dan layar berubah menjadi gelap pada 09.54,Terhalang Objek,140810230053,CCTV CIATEUL 01.mp4
CCTV TERUSAN BUAH BATU-JEMBATAN TOL 02,Jl. Buah Batu,Kujangsari,Bandung Kidul,DISKOMINFO,Jumat,09:00,09.56 - 10.06,CCTV freeze pada 09.59,Tidak Berjalan Normal,140810230053,CCTV TERUSAN BUAH BATU-JEMBATAN TOL 02.mp4
CCTV FLY OVER CIMINDI-JL. BUDI 01,Jl. Budi,Sukaraja,Cicendo,DISKOMINFO,Jumat,10:00,10.04 - 10.14,Sepertiga CCTV terhalang pohon,Terhalang Objek,140810230053,CCTV FLY OVER CIMINDI-JL. BUDI 01.mp4
CCTV SUDIRMAN-KEMENAG 02,Jl. Jenderal Sudirman,Dungus Cariang,Andir,DISKOMINFO,Jumat,11:00,11.06 - 11.17,-,Tidak Beranomali,140810230054,https://drive.google.com/file/d/1eDm-RerwRYIZf3Lhi1ICyPoAY-CpQ82t/view?usp=drive_link
CCTV DEPAN TOKO INDRA (ALUN2) 01,-,-,-,DISKOMINFO,Jumat,11:00,11.06 - 11.17,CCTV buffering dan tidak menampilkan gambar,Tidak Berfungsi,140810230054,https://drive.google.com/file/d/1mUhvKelOqXj_Zx6ejMMW4-lm4CsKbaOu/view?usp=drive_link
CCTV JL. ARCAMANIK 02,Jl. Arcamanik No. 2,Pasir Impun,Mandalajati,DISKOMINFO,Jumat,11:00,11.19 - 11.29,-,Tidak Beranomali,140810230054,https://drive.google.com/file/d/1sNAq2P_m4rvfjv0kSxQOGVyfu3eEx3p0/view?usp=drive_link
CCTV CIKUTRA-TMP 01,Jl. Cikutra Barat,Sukaluyu,Cibeunying Kaler,DISKOMINFO,Jumat,11:00,11.19 - 11.29,-,Tidak Beranomali,140810230054,https://drive.google.com/file/d/1EaF1Nai-aJ-jSN0bhxwhvei9pbiftbap/view?usp=drive_link
CCTV SOETA-KIRCON 02,Jl. Letnan Jenderal Ibrahim Adjie,Cijaura,Buahbatu,DISKOMINFO,Jumat,11:00,11.34 - 11.44,CCTV buffering dan tidak menampilkan gambar,Tidak Berfungsi,140810230054,https://drive.google.com/file/d/12i4QryjeS6pIQuvDyQaI2jobJ2ncqJKY/view?usp=drive_link
TAMAN FILM_02,Jl. Layang Pasupati,Tamansari,Bandung Wetan,DPKP3,Jumat,11:00,11.34 - 11.44,"Tanggal pada CCTV tidak sesuai (tanggal yang ditampilkan merupakan h-1 tanggal pemantauan), CCTV sering buffering",Tidak Berfungsi,140810230054,https://drive.google.com/file/d/1Qh3oguDFfqt-nvXvVy-OXyNBHTUL9UCK/view?usp=drivesdk
TB JL. A. H. NASUTION CIKADUT,Jl. A. H. Nasution,Antapani Wetan,Antapani,DPU,Jumat,11:00,11.46 - 11.56,Tampilan pada CCTV bermasalah (glitch),Visual Kurang Jelas,140810230054,https://drive.google.com/file/d/1l3zAWYyu_ygvQeNhWMyjQugA9wd1L7zA/view?usp=drive_link
TB JL. CINGISED,Jl. Cingisied,Cisaranten Endah,Arcamanik,DPU,Jumat,11:00,11.46 - 11.56,Tampilan pada CCTV bermasalah (glitch),Visual Kurang Jelas,140810230054,https://drive.google.com/file/d/1sS3ROcV8iG0Cm9ASQ7-y5HMsGadVulnp/view?usp=sharing
CCTV SETIABUDI DEPAN TERMINAL LEDENG 01,Jl. Dokter Setiabudi,Ledeng,Cidadap,DISKOMINFO,Jumat,12:00,12.02 - 12.12,CCTV buffering dan tidak menampilkan gambar,Tidak Berfungsi,140810230054,https://drive.google.com/file/d/16qZLD0tHCNfWFLfmf2z5DOZmX1jcfuO3/view?usp=drive_link
CCTV PERTIGAAN CICADAS KIRCON 02,Jl. Ibrahim Adjie,Babakan Surabaya,Kiaracondong,DISKOMINFO,Jumat,12:00,12.02 - 12.12,-,Tidak Beranomali,140810230054,https://drive.google.com/file/d/1gyaDnhXy58fXU5HcnpBgKpTZm6RSzgbY/view?usp=drive_link
CCTV PHH MUSTOFA-AMPERA 02,Jl. Penghulu Haji Hasan Mustopa,Neglasari,Cibeunying Kaler,DISKOMINFO,Jumat,12:00,12.01 - 12.14,sepertiga CCTV terhalang daun,Terhalang Objek,140810230055,https://drive.google.com/file/d/1MiBQFlFPFI_cYS_eakW0CutkRZL7jdF3/view?usp=sharing
CCTV PASAR SEDERHANA 01,Jl. Sederhana,Pasteur,Sukajadi,DISKOMINFO,Jumat,12:00,12.18 - 12.28,-,Tidak Beranomali,140810230055,https://drive.google.com/file/d/1PVpcVQp9M38jAyUpIoywMn5HY9EATvb-/view?usp=sharing
CCTV DAGO 4 01,Jl. insinyur haji djuanda kartawidjaya,lebak siliwangi,coblong,DISKOMINFO,Jumat,12:00,12.19 - 12.29,seperempat CCTV terhalang pohon,Terhalang Objek,140810230055,https://drive.google.com/file/d/1P-07iXrGUnfMOP5da5dBEjqsjVtkWno5/view?usp=sharing
CCTV JL. SURAPATI - GASIBU 01,Jl. Penata Yudha,Lebakgede,Coblong,DISKOMINFO,Jumat,12:00,12.30 - 12.40,-,Tidak Beranomali,140810230055,https://drive.google.com/file/d/1QJ-tVyJXMstBIkX4mFCfVwp30Zbz3cgW/view?usp=sharing
CCTV CIMINDI-JEMBATAN_03,JL mentor 1,Sukaraja,Cicendo,DISKOMINFO,Jumat,12:00,12.30 - 12.40,CCTV terpasang tidak strategis,Visual Kurang Jelas,140810230055,https://drive.google.com/file/d/1OkaSuXXjFocKDDdVrIjYkN99XuuEzdJb/view?usp=sharing
CCTV MERDEKA-JAWA 01,Jl.Merdeka,Babakan Ciamis,Sumur Bandung,DISKOMINFO,Jumat,12:00,12.42 - 12.52,CCTV patah-patah saat ada kendaraan lewat,Tidak Berjalan Normal,140810230055,https://drive.google.com/file/d/1Or8fAnski49yxdQM_r67tBe0L81JSsdc/view?usp=sharing
CCTV SUKAJADI SUKAGALIH 02,Jl. Sukajadi,Sukabungah,Sukajadi,DISKOMINFO,Jumat,12:00,12.43 - 12.53,-,Tidak Beranomali,140810230055,https://drive.google.com/file/d/1PwyxIQl5TF70kgbPNGzIccLBnNHrJemR/view?usp=sharing
CCTV PASAR SEDERHANA 02,Jl. Sederhana,Pasteur,Sukajadi,DISKOMINFO,Jumat,13:00,13.04 - 13.14,-,Tidak Beranomali,140810230055,https://drive.google.com/file/d/1PvLu16ct7DeOIj9J1NtE2N3s2xPCoNoK/view?usp=sharing
PARKIR ANGGREK RIAU,Jl. L. L. Raden Eddy Martadinata,Cihapit,Bandung Wetan,DISHUB,Jumat,13:00,13.28 - 13.38,CCTV buffering,Tidak Berfungsi,140810230055,https://drive.google.com/file/d/1P54Xmdsf8eJ96Acfj8eKm-JpVbIP4yqd/view?usp=sharing
CCTV TALAGA BODAS KADIN 01,Jl. Talaga Bodas,Malabar,Lengkong,DISKOMINFO,Jumat,13:00,13.16 - 13.26,-,Tidak Beranomali,140810230055,https://drive.google.com/file/d/1P5Odz__SsMjXl9Hdk1YCXVrbVk93KTco/view?usp=sharing
CCTV PEREMPATAN KIRCON BINONG 02,Jl. Letnan Jendral Ibrahim Adjie,Binong,Batununggal,DISKOMINFO,Jumat,13:00,13.14 - 13.24,-,Tidak Beranomali,140810230056,https://drive.google.com/file/d/1hSYfXG-rCA2v415-8G-cZBciJ-njnFtx/view?usp=drivesdk
CCTV ITB KEBUN BINATANG 01,Jl. Tamansari,Taman Sari,Bandung Wetan,DISKOMINFO,Jumat,13:00,13.29 - 13.39,CCTV buffering,Tidak Berfungsi,140810230056,https://drive.google.com/file/d/1hSbL9jV4Q8fad11bxpqIEwsLiw8fZY2v/view?usp=drivesdk
CCTV DIPATIUKUR UNPAD 02,Jl Tubagus Ismail Dalam,Lebakgede,Coblong,DISKOMINFO,Jumat,14:00,14.22 - 14.32,-,Tidak Beranomali,140810230056,https://drive.google.com/file/d/1lIs3lx15Zre73yE768xK9mgnvpe4xTCA/view?usp=drivesdk
CCTV PASTEUR-PASOPATI_01,Jl. Doktor Louis Pasteur,Pasteur,Sukajadi,DISKOMINFO,Jumat,14:00,14.21 - 14.31,CCTV lag,Tidak Berjalan Normal,140810230056,https://drive.google.com/file/d/1lGrzVqSZ9S7MTNEmPTl4sRots8s4fhhC/view?usp=drivesdk
CCTV BURANGRANG BPI 01,Jl. Burangrang No. 8,Burangrang,Lengkong,DISKOMINFO,Jumat,14:00,14.28 - 14.38,CCTV lag,Tidak Berjalan Normal,140810230056,https://drive.google.com/file/d/1l9zDbOo-lsrSiAGQiCBr1r4UiR3OscWj/view?usp=drivesdk
TB JL. CINGISED,Jl. Cingisied,Cisaranten Endah,Arcamanik,DPU,Jumat,14:00,14.28 - 14.38,CCTV kadang glitch,Visual Kurang Jelas,140810230056,https://drive.google.com/file/d/1l7Zvchxmk-LycGpoPQXT2HBhUVPrejHw/view?usp=drivesdk
CCTV SURAPATI-CORE_01,Jl. Khp Hasan Mustopa,Pasirlayung,Cibeunying Kidul,DISKOMINFO,Jumat,14:00,14.37 - 14.47,-,Tidak Beranomali,140810230056,https://drive.google.com/file/d/1hqtloCxyTgQB0OXm740qvrFMRpZLR1Z_/view?usp=drivesdk
PARKIR CIHAPIT RIAU (PENGADILAN),Jl. L. L. Raden Eddy Martadinata,Cihapit,Bandung Wetan,DISHUB,Jumat,15:00,14.56 - 15.06,CCTV buffering,Tidak Berfungsi,140810230056,https://drive.google.com/file/d/1hx-V-xAnfAWvXv95z7U22hc9F-LzWY1e/view?usp=drivesdk
CCTV JL CIKUTRA PERTIGAAN 01,Jl. Cikutra,Neglasari,Cibeunying Kaler,DISKOMINFO,Jumat,15:00,16.12 - 16.22,-,Tidak Beranomali,140810230056,https://drive.google.com/file/d/1lLLXd3ELizWwJ0mOdUhnKR6B7ycn7-ZA/view?usp=drivesdk
CCTV JAKARTA-HKBP_01,Jl. Jakarta,Kacapiring,Batununggal,DISKOMINFO,Jumat,15:00,16.12 - 16.22,CCTV buffering,Tidak Berfungsi,140810230056,https://drive.google.com/file/d/1lLCPnWwT0TnbVgZ1MFS-fHqUwlEJ58wS/view?usp=drivesdk
CCTV JL. PALASARI 01,Jl. Palasari No. 1,Cisurupan,Cibiru,DISKOMINFO,Jumat,16:00,16:04 - 16:14,-,Tidak Beranomali,140810230057,https://drive.google.com/file/d/1Tbv_mznTVC1Hdn0ogA9JNl3qzpFw1InE/view?usp=drive_link
CCTV SETIABUDI GERLONG 03,Jl. Dokter Setiabudi,Gegerkalong,Sukasari,DISKOMINFO,Jumat,16:00,16:16 - 16.26,buffer,Tidak Berfungsi,140810230057,https://drive.google.com/file/d/1oeUtYHhiQHjjkXZoC-wuurDMpdl35ucJ/view?usp=drive_link
TAMAN KARTA_05,Jl. Laksamana Laut Raden Eddy Martadinata,Citarum,Bandung Wetan,DPKP3,Jumat,16:00,16.27 - 16.37,buffer,Tidak Berfungsi,140810230057,https://drive.google.com/file/d/1TzVaI1HbR75APUq807bB6LN_0dK1fWEC/view?usp=drive_link
CCTV SIMPANG BRAGA 02,Jl. Cikapundung Timur,Braga,Sumur Bandung,DISKOMINFO,Jumat,16:00,16.40 - 16.50,-,Tidak Beranomali,140810230057,https://drive.google.com/file/d/19bBtb_93-4vdjKoawwtTF-jTyT7-iSm5/view?usp=drive_link
CCTV DAGO 4 02,Jl. insinyur haji djuanda kartawidjaya,lebak siliwangi,coblong,DISKOMINFO,Jumat,16:00,16.51 - 17.01,-,Tidak Beranomali,140810230057,https://drive.google.com/file/d/1MQx_dqdVgmr5Hs6rTK9SCr5M1JuaCh82/view?usp=drive_link
CCTV SIMPANG DAGO 01,Jl. Ir. H. Juanda,Dago,Coblong,DISKOMINFO,Jumat,16:00,17.01 - 17.11,buffer,Tidak Berfungsi,140810230057,https://drive.google.com/file/d/1cvA95e_lomyWMIi5rOZfIxYkUKH6Lb3x/view?usp=drive_link
CCTV JALAN KEMBAR BARU 23-SMA 11 02,Jl. Kembar Baru Utara 1,Cigereleng,Regol,DISKOMINFO,Jumat,16:00,17.11 - 17. 21,-,Tidak Beranomali,140810230057,https://drive.google.com/file/d/1qfsrwskvDNwFomMOyRiLcuAcD_SMy05F/view?usp=drive_link
CCTV BUBAT KORDON,Jl.. Ibrahim Adjie,Kujangsari,Bandung Kidul,DISKOMINFO,Jumat,16:00,17.21 - 17.31,-,Tidak Beranomali,140810230057,https://drive.google.com/file/d/11d0cXqyIW6AMtKamUHcT0d3eSGQWzA_x/view?usp=drive_link
CCTV PUSDAI 01,Jl. Pangeran Diponegoro,Cihaurgeulis,Cibeunying Kaler,DISKOMINFO,Jumat,16:00,17.41 - 17.51,buffer,Tidak Berfungsi,140810230057,https://drive.google.com/file/d/1a-sAdRw4RbtYjxvGwNRkpjdXmTtsGVJC/view?usp=drive_link
CCTV FLY OVER CIMINDI-JL. BUDI 02,Jl. Budi,Sukaraja,Cicendo,DISKOMINFO,Jumat,17:00,17.51 - 18.01,buffer,Tidak Berfungsi,140810230057,https://drive.google.com/file/d/1L1fMFHFkpC2rZ79kEoq5T3EO2bSg5xhr/view?usp=drive_link
CCTV ITC KEBON KALAPA 02,Jl. Moch. Toha Jl. Pungkur,Pungkur,Regol,DISKOMINFO,Jumat,17:00,17.09 - 17.19,tertutup pohon setengah,Terhalang Objek,140810230058,https://drive.google.com/file/d/1OoNdPLEXaTKtZT2ofyOI7XOJP9cvA4pZ/view?usp=sharing
CCTV GATOT SUBROTO-BINONG_02,Jl Letnan Jenderal Ibrahim Adjie,Binong,Batununggal,DISKOMINFO,Jumat,17:00,17.06 - 17.16,-,Tidak Beranomali,140810230058,https://drive.google.com/file/d/182JXobrcTunY3hiIuR3OqzqWECkCCtZH/view?usp=sharing
CCTV DAGO 3-BORROMEUS 02,Jl. surya kencana,lebak gede,coblong,DISKOMINFO,Jumat,17:00,17.10 - 17.20,buffer (tidak tersedia),Tidak Berfungsi,140810230058,https://drive.google.com/file/d/1_f5i7cE5L-43d4rhttiaK6CMCUHJfxgi/view?usp=sharing
CCTV BATAS KOTA 01,Jl. Jenderal Haji Amir Machmud,Cibereum,Kertasari,DISKOMINFO,Jumat,17:00,17.19 - 17.29,-,Tidak Beranomali,140810230058,https://drive.google.com/file/d/1Fr9ao5EqQ6fcV2c9DyN54xf04GSMhSVU/view?usp=sharing
CCTV JAKARTA-HKBP_02,Jl. Jakarta,Kacapiring,Batununggal,DISKOMINFO,Jumat,17:00,17.22 - 17.32,ada angle yg tertutup pohon setengah,Terhalang Objek,140810230058,https://drive.google.com/file/d/1Cs9k37stxZFEQWYCYavEKK5-ddE0znL9/view?usp=sharing
CCTV SEBRANG PASAR BARU 01,Jl. Otto Iskandardinata,Kebon Jeruk,Andir,DISKOMINFO,Jumat,17:00,17.34 - 17.44,-,Tidak Beranomali,140810230058,https://drive.google.com/drive/folders/1Xbh6Wv6R7zt46cIHggJkfSpDUZ75udCw?usp=sharing
CCTV GEDEBAGE_02,Jl Gedebage Selatan,Cisaranten Kidul,Gedebage,DISKOMINFO,Jumat,17:00,17.37 - 17.47,-,Tidak Beranomali,140810230058,https://drive.google.com/file/d/1Fs7zZ3W2WT7jtnMngM0NlgmHMJnjc80O/view?usp=drive_link
CCTV JL KOPO SEBRANG MIKO MALL 02,Jl. Kopo Sayati,Cirangrang,Babakan Ciparay,DISKOMINFO,Jumat,17:00,17.42 - 17.52,ketutupan pohon (dikittt banget),Terhalang Objek,140810230058,https://drive.google.com/file/d/1QBgAeh5BiqlxfWgy58346SUqyfklZQpI/view?usp=sharing
CCTV CIHAMPELAS-SKYWALK 03,Jl. Cihampelas,Cipaganti,Coblong,DISKOMINFO,Jumat,17:00,17.55 - 18.05,buffer di saat pergantian jam,Tidak Berfungsi,140810230058,https://drive.google.com/file/d/1HA-TY-5LRlAdHeI3Nas37uE-1R9V8qBK/view?usp=sharing
TB JL DJUNDJUNAN,Jl. Dr Djundjunan,Sukagalih,Sukajadi,DPU,Jumat,18:00,18.01 - 18.11,-,Tidak Beranomali,140810230058,https://drive.google.com/file/d/1tOmtEyd11ZuLBpT2Du8uuHYc2PmYAkup/view?usp=sharing
TB JL. A. H. NASUTION CIKADUT,Jl. A. H. Nasution,Antapani Wetan,Antapani,DPU,Jumat,18:00,18:02 - 18:12,CCTV buram,Visual Kurang Jelas,140810230059,CCTV  - TB JL. A. H. NASUTION CIKADUT - 2024-05-03 18-02-51.mp4
CCTV FLY OVER CIMINDI-JL. BUDI 02,Jl. Budi,Sukaraja,Cicendo,DISKOMINFO,Jumat,18:00,18.34 - 18.44,-,Tidak Beranomali,140810230059,CCTV FLY OVER CIMINDI-JL. BUDI 02.mp4
CCTV JL PURNAWARMAN BEC 02,Jl. Punawarman,Babakan Ciamis,Sumur Bandung,DISKOMINFO,Jumat,18:00,18.33 - 18.43,CCTV buffering selama observasi,Tidak Berfungsi,140810230059,CCTV JL PURNAWARMAN BEC 02.mp4
CCTV CIHAMPELAS-SKYWALK 03,Jl. Cihampelas,Cipaganti,Coblong,DISKOMINFO,Jumat,18:00,18.06 - 18.16,CCTV gelap,Terhalang Objek,140810230059,CCTV CIHAMPELAS-SKYWALK 03.mp4
CCTV SETIABUDI-BUNGUR 01,Jl. Sukajadi,Cipedes,Sukajadi,DISKOMINFO,Jumat,18:00,18.12 - 18. 22,-,Tidak Beranomali,140810230059,CCTV SETIABUDI-BUNGUR 01.mp4
CCTV JAKARTA-HKBP_01,Jl. Jakarta,Kacapiring,Batununggal,DISKOMINFO,Jumat,18:00,18.21 - 18.31,CCTV buffering selama observasi,Tidak Berfungsi,140810230059,CCTV JAKARTA-HKBP_01.mp4
TM PET PARK_05,Jl. Ciliwung,Bandung Wetan,Bandung Wetan,DPKP3,Jumat,19:00,19.37 - 19.47,CCTV buffering,Tidak Berfungsi,140810230059,TM PET PARK_05.mp4
CCTV JALAN KEMBAR BARU 23-SMA 11 01,Jl. Kembar Baru,Cigereleng,Regol,DISKOMINFO,Jumat,19:00,,-,Tidak Beranomali,140810230059,CCTV JALAN KEMBAR BARU 23-SMA 11 01.mp4
TM CIKAPAYANG DAGO_04,Jl. Insinyur Haji Djuanda,Lebak Siliwangi,Coblong,DPKP3,Jumat,19:00,,-,Tidak Beranomali,140810230059,TM CIKAPAYANG DAGO_04.mp4
TB JL. SUKAMULYA,Jl. Sukamulya Indah,Sukagalih,Sukajadi,DPU,Jumat,19:00,,-,Tidak Beranomali,140810230059,TB JL. SUKAMULYA.mp4
CCTV KEBON-KOPI-CIMAHI,Jl. Jend. H. Amir Machmud,Cibeureum,Cimahi Selatan,DISKOMINFO,Jumat,19:00,19.08-19.18,Layar CCTV tiba tiba ijo,Tidak Berfungsi,140810230060,CCTV KEBON-KOPI-CIMAHI - 19.00.mp4
CCTV WASTUKENCANA 02,Jl. Wastukencana,Tamansari,Bandung Wetan,DISKOMINFO,Jumat,19:00,19.12-19.22,-,Tidak Beranomali,140810230060,CCTV CCTV WASTUKENCANA 02 19.00.mp4
CCTV CIHAMPELAS-SKYWALK 04,Jl. Cihampelas,Cipaganti,Coblong,DISKOMINFO,Jumat,19:00,19.12-19.22,CCTV buram,Visual Kurang Jelas,140810230060,CCTV CIHAMPELAS SKYWALK 04 - 19:12
CCTV BUAH BATU-DEPAN GRIYA 02,Jl. Buah Batu No. 183-185,Turangga,Lengkong,DISKOMINFO,Jumat,20:00,20.18 - 20.28,-,Tidak Beranomali,140810230060,CCTV BUAH BATU-DEPAN GRIYA 02 - jam 20.00.mp4
CCTV PEREMPATAN KORDON 01,Jl. Terusan Buah Batu,Kujangsari,Bandung Kidul,DISKOMINFO,Jumat,20:00,20.00 - 20.10,-,Tidak Beranomali,140810230060,CCTV PEREMPATAN KORDON 01 jam 20.00.mp4
CCTV PHH MUSTOFA-PUSDAI 01,Jl. Untung Surapati,Sukaluyu,Cibeunying Kaler,DISKOMINFO,Jumat,20:00,20.00 - 20.10,-,Tidak Beranomali,140810230060,CCTV PHH MUSTOFA PUSDAI 01 - 20:00
CCTV FLY OVER CIMINDI-JL. BUDI 02,Jl. Budi,Sukaraja,Cicendo,DISKOMINFO,Jumat,20:00,20.14 - 20.24,CCTV Mati,Tidak Berfungsi,140810230060,CCTV FLY OVER CIMINDI JL BUDI 02 - 20:14
CCTV SURAPATI-CORE_01,Jl. Khp Hasan Mustopa,Pasirlayung,Cibeunying Kidul,DISKOMINFO,Jumat,20:00,20.11 - 20.21,-,Tidak Beranomali,140810230060,CCTV CCTV SURAPATI-CORE_01 20.00.mp4
CCTV KEBON-KOPI-CIMAHI,Jl. Jend. H. Amir Machmud,Cibeureum,Cimahi Selatan,DISKOMINFO,Jumat,20:00,20.11 - 20.21,-,Tidak Beranomali,140810230060,CCTV KEBON-KOPI-CIMAHI 20.00.mp4
CCTV ANTAPANI-DEPAN BORMA 01,Jl. Terusan Jakarta,Cicaheum,Antapani,DISKOMINFO,Jumat,20:00,20.11 - 20.21,-,Tidak Beranomali,140810230060,CCTV ANTAPANI-DEPAN BORMA 01 20.00.mp4
TAMAN CEMPAKA_02,Jl. Patra Komala,Merdeka,Sumur Bandung,DPKP3,Jumat,20:00,20.20 - 20.30,CCTV buffering,Tidak Berfungsi,140810230061,https://drive.google.com/file/d/12iEiNZ30-L4gScwoTzz4gqJRPd_RZDHC/view?usp=drive_link
TM PET PARK_04,Jl. Ciliwung,Cihapit,Bandung Wetan,DPKP3,Jumat,20:00,20.40 - 20.50,CCTV buffering,Tidak Berfungsi,140810230061,https://drive.google.com/file/d/19Rmtqjl8oxZgFsnuyE5Lz1PekTsMGjv8/view?usp=drive_link
CCTV SOETA-KIRCON 03,Jl. Soekarno-Hatta,Cijaura,Buahbatu,DISKOMINFO,Jumat,21:00,20.51 - 21.00,CCTV buffering,Tidak Berfungsi,140810230061,https://drive.google.com/file/d/11xlDHO5RgrlYX0aMbJfH01GnRDNJ3v1d/view?usp=drive_link
TAMAN ANGGREK_02,Jl. Anggrek,Cihapit,Bandung Wetan,DPKP3,Jumat,21:00,21.01 - 21.11,CCTV buffering,Tidak Berfungsi,140810230061,https://drive.google.com/file/d/1XjBbjR5GECxtg3KIguU1JD0bfPZksHdp/view?usp=drive_link
CCTV JL. TURANGGA 01,Jl. Turangga,Lkr. Sel,Lengkong,DISKOMINFO,Jumat,21:00,21.12 - 21.23,CCTV buffering,Tidak Berfungsi,140810230061,https://drive.google.com/file/d/1Nq9xjPTLB903DWS63nHXG_aW4YQB5JSC/view?usp=drive_link
CCTV JL ASIA AFRIKA BRI TOWER 03,Jl. Asia Afrika,Banceuy,Sumur Bandung,DISKOMINFO,Jumat,21:00,21.24 - 21.35,-,Tidak Beranomali,140810230061,https://drive.google.com/file/d/1opF6JZGIkYuZu-sKkidrvZevjwkCKZUK/view?usp=drive_link
